"id";"quote";"content";"place_id";"tour_id"
454;" Very good!";"We enjoyed a Very good foot massage, foot peeling and pedicure at a very good price! Plus we got a short shoulder massage on the house:) 
Very nice poeple!";68;0
455;" Great professional foot massage";"I love this place, ladies and service very much! Foot massage is just the best I had while in Vietnam! Really, highly recommended!!! It`s a pity we need to leave Hoi An soon and I won`t have time to repeat:( Thank you very much for...More";68;0
456;" The best foot massage";"We were at denovo spa for a foot massage and enjoyed every second of it. The masseuse was nice, caring and super professional. 
We`ll come back for sure";68;0
457;" Relaxing at its best";"Such a nice break at Denovo Spa. The massage was so relaxing and much needed after a lot of walking around. Friendly staff and great prices. Will be returning for sure.";68;0
458;" Good massage and relaxing";"Was a really relaxing and good massage with nice atmosphere! I liked the smell and the nice roses and flowers";68;0
459;" Best Massage!";"Best massage in Vietnam thus far! Very relaxing! The staff are so lovely and welcoming! Would definitely recommend!";68;0
460;" A very happy return";"On my recent return to Hoi An, I visited my favourite and best spa in town-Denovo Spa again as promised.
And again, I really found a family feeling in this place.
I was greeted by a new girl that had not been here on my...More";68;0
461;" Great escape from the busy streets";"The staff was so welcoming and professional. The massages and mani/pedi we received were phenomenal. There was AC and the prices were good. They were very understanding of my injured wrists but they were able to help it, I was so impressed!";68;0
462;" Come to relax, stay for the people";"We tested out the foot massage because our regular place was busy. First thing we noticed was how genuinely friendly they were (not the fake, give me your money, kind). They’re all family with kids in tow. Very talkative and funny. The foot massage was...More";68;0
463;" Review";"Great! Staffs are very friendly and sociable. Price is very nice . Environment is very clean and pleasant .";68;0
464;" Sheer bliss!";"This was an absolute  taste of heaven! As we were staying at this gorgeous  resort, I decided to book a massage as a treat. And treat it was! Lovely friendly staff, amazing setting and a beautiful experience.  Soooo worth a visit!";69;0
465;" Great massage";"The massage was great here. I had Vietnamese tranditional, and it was fantastic. Highly recommeneded.";69;0
466;" Massage";"Excellent massage with good therapists- I would recommend, i will comeback next time, i love here, thanks all,";69;0
467;" The best massage I have ever had!";"I have tried a lot of massages in Vietnam, some were not good but this was really the best massage I have ever had! I have been having shoulder pains all of my trip here and finally, it is over. Thank you so much to...More";69;0
468;" Excellent spa experience ";"We visited the spa while staying at the hotel. Our massage was during happy hour so we were treated to a complementary 30 minute head massage. The spa is very clean, a perfect temperature and the staff are really friendly. 
Thanks to Ngan and team!";69;0
469;" The spa was awesome!";"I was staying in this hotel and went to the hotel which was so goooood!! I highly recommend to all to go here! Thank you!!";69;0
470;" Ms Cheong";"Really great service with very comfortable environment complete with incredible view. Despite being hot outside, the massage was really calming and cooling. The staff’s professional care fully satisfied my needs and made sure I found tranquility and peace after a long day of travelling. Overall,...More";69;0
471;" Excellent Massage and services";"It`s my second time for visit here, and it was a very peaceful time i ever have.
The massage, service and atmosphere in here was just perfect.

Also, I recommend you that visit here in a happy hours so you can take 30mins massage for...More";69;0
472;" I’ve never fallen asleep during a massage before";"I had a foot massage and neck, shoulder and back. The most relaxing massage I’ve ever had. Very professional and relaxing in a lovely setting. The ladies at this spa are very kind and go that extra bit to make sure your experience is amazing.";69;0
473;" Relax Relax Relax ";"Best Spa by far.  So good I fell asleep.  What a mesmerizing experience.  Such friendly and professional staff.  Lots of therapies, opted for Foot massage coupled with neck, shoulder and back.  I can not think of a better experience I have had.";69;0
474;" Best salon in Hoi An!!!";"I would highly recommend this spa! 
I came here with my Mum. My Mum got her hair done twice (during a one week stay!) and we both got shellac. 
We were so happy with everything! Brilliant beauticians ....such friendly staff. 
The owner, Ngan, is a...More";70;0
475;" Disgraceful";"Appalling behaviour by the male Ashtanga teacher.
I had attended a good Hatha yoga session at this studio in the morning, and returned in the evening to do the Ashtanga class. 60 minutes into the Ashtanga class I was singled out by this teacher. I...More";72;0
476;" Good yoga class";"India and Tyler were great instructors and we had a good experience for an affordable price. Thank you so much!";72;0
477;" Not good";"Worst yoga class I’ve been to. Went to the Ashtanga Basics class, it was more like a military drill than a yoga class. The teacher Pablo was snappy, unfriendly and unapproachable from the outset. Toward the end of the class I watched in horror as...MoreDear “Justine”

We keep a record of all students that join our classes and funnily your name is not in our system! I wonder how that could be?  Thanks to your Facebook complaint I know exactly the night that you are writing about, I take...More";72;0
478;" Really good English language Yoga Studio near the Old Town";"We really enjoyed our class experience at Nomad.  The studio was clean, the instructor spoke perfect English, and the workout was challenging.  Highly recommended if you`d like to do some stretching after a long day of walking around town.";72;0
479;" Great Yoga Class in Hoi An";"My husband and I are traveling through Vietnam and we’re so glad to find Nomad Yoga! It was very easy and convenient to drop-in for a class (200,000 VND to drop-in), and the class was great! Nomad Yoga offers a variety of yoga styles (Vinyasa,...More";72;0
480;" Great place for yoga beginners";"Great teachers that gives attention to every studens. Various types of yoga practices that fits everyone. A very clean and well designed place.";72;0
481;" Best place for yoga";"I had a very good time, professional yoga’s teacher, she was very attentive and helpful. The team was patient, and a very nice! Great place!!!";72;0
482;" Very professional place";"Had an amazing yoga session
Really enjoyed it, it was professional and fun.
Would recommend anyone who likes yoga to have a visit";72;0
483;" HIghly recommend!";"I’ve never been a fan of yoga but this class made me change my mind! After the class I felt very calm and the pain in my back was gone. This is why I’m doing another class tomorrow and I’m really looking forward to it....More";72;0
484;" Good location";"We went to Nomad Yoga 10 minutes before the class and everything was well organised. The yin-class was just what we needed after travelling for some weeks. Would go back!";72;0
485;" Great time";"I had an amazing time at Ma Spa for a hot stone massage and facial treatment. 2h30 of qualitative service in total, for only 25€... The staff is great and the place so peaceful. I strongly recommend!Dear Laura, 

Thank you very much for spend your time to visit us. And special gave us a good review on Trip advisor. We are appreciated about your kind. Hope welcome you in next trip.

Best regard
Trình phạm";73;0
486;" Wonderful massages with pick up and drop off service";"Clean and tidy place with polite staff.  The owner speaks very good English and was very accommodating with our requests. 

We had a 2hr massage and a body scrub for the grown ups and two 1hr foot massages for the kids.  

The whole family enjoyed...More";73;0
487;" Chill Out Time";"Spent a morning being pampered with a facial and a pedicure. The staff were very attentive and thoughtful, nothing was too much trouble. Would certainly recommend them.";73;0
488;" Best massage i’ve had in Asia";"I stopped by after the reading the reviews and this place was excellent. I had a 60-min head/shoulder/back/face massage and the masseuse found and worked out all my knots. I’m about to fall asleep just from thinking about how good it was - 10/10 bravo!...More";74;0
489;" Massage @ White Orchids Spa, Hoi An";"Had massages at White Orchids Spa 3 times during our 7 days stay in Hoi An. Masseuses for all 3 of us were very good at each visit. Professional and friendly. Massage turned up better than expected. Found customers coming n going at every visit....More";74;0
490;" Relaxing hours";"We had a relaxing experience at this spa. Everything was clean and the staff was very friendly, offering us tea,cookies and a refreshing foot-bath. We were treated gently and with good care, so we could fully enjoy our treatment.";74;0
491;" White Orchids Spa";"Amazing service - we got picked up and dropped off to our accommodation which made everything so much more relaxing. It was my first ever massage and I had a great experience";74;0
492;" White Orchids Spa";"Absolutely gorgeous spa experience. Full body massage was very affordable and they even included a free taxi pick up from our hotel! Gave us free green tea and foot bath on arrival. Very very good experience!";74;0
493;" Pure Bliss";"Wow, just had 3 hours of bliss. Such professional team who took extra care to ensure we felt relaxed and pampered. Even offered to drive us to Old Town when the massage took a bit longer than expected. Definitely a must do again!";74;0
494;" Spa package";"Loved my spa package, body scrub, stone massage and facial treatment. So relaxing I feel asleep! Much needed after walking the street in Hoi An!";74;0
495;" Really good massage !";"I have done a lot of massages in several instituts and I can say this one was really good. We took the vietnamiese 60min massage and we really enjoyed it! The masseuses were nice. We now feel really relaxed. We really recommend this place!";74;0
496;" Cutiest therapist";"I went here twice during the time in Hoi An, everything was excellent with friendliest staff & owner. She did offer alot to make us an memorable visit. After treatment we got dish of fruit with drinking , will visit again !";74;0
497;" Charlie rowe & emily clowsley";"Very relaxing massage! We both enjoyed it a lot. Very friendly and very helpful. 

Green tea to make you feel welcome as you walk through the door and bottles of cold water and biscuits for after your treatment. 

They also offer to take you to...More";74;0
498;" A lovey massage";"I have visited This spa previously as it’s close to our hotel. Very clean, comfortable massage beds, nice quiet atmosphere & competent staff. The first massage I had was outstanding in quality. The second not quite as good but still an enjoyable massage.";75;0
499;" Lovely pampering";"Emotion Spa had been recommended on a travel blog so I took my teenage daughters here to get our nails done while we were staying in Hoi An. I tried to book on the phone which was a challenge due to the language barrier but...More";75;0
500;" Absolutely relaxing";"Went into the spa tired and stressed from the heat walking about this amazing city, did both a facial and a hot massage, and left completely rejuvenated to continue my explorations! Highly recommend Emotion.";75;0
501;" Excellent Service, Great Massage";"Welcomed with a chilled towel and cold jasmine tea, this was excellent considering it was 36°c out. From there we filled in a form asking where, what and how hard to massage. 

Most impressive is I am 6`4 and a big guy and this lady...More";75;0
502;" Waste of money, do not get facial or mani pedi done here ";"Cons: 

1. Their facial is just massaging cream into your face for 1 hour with a little steam applied. No scrub, no removal of black heads, no proper face mask. It was rubbish
2. I asked for a pedicure, all the lady did was clean...More";75;0
503;" Best massage ever";"My mum and I both had massages and they were absolutely perfect. The girls made sure to ask whether the pressure was correct even though they were already on point and the whole experience was so great.";75;0
504;" Sublime Experience!";"We went twice during our stay in Hoi An and wow! Blissful experience. Lovely service. Would totally recommend.";75;0
505;" Wonderful massage and helpful staffs ";"My adopted father and his girl friend came to this place many times during his trip in Hoi An, they have had a wonderful times here, staff s are very friendly, helpful and speak very good English, 

They’re always had a full body massage with...More";75;0
506;" Full body hoy stone massage";"From start to finish the whole experience was possibly the best I have ever had. Polite. Fantastic massage. Great value for money. Would highly recommend";75;0
507;" Best Spa in Vietnam";"The best spa I visited in Vietnam. Very friendly reception. Great massage. Really relaxing. Good price";75;0
508;" Perfect service and new home";"We definitely come back here again in 2020 with my family. They gave us a lot of chose and very cheap price. Highly recommend to every one if you visit Hội AnMoreThank you for taking the time to write a review. We always appreciate our customers feed back.
저희 스파를 방문해 주시고 후기도 남겨 주셔서 진심으로 감사합니다. 
저희는 앞으로도 더 나은 서비스를 제공하기 위해 계속 노력하고 있습니다.
항상 건강하시고 행복하시기를 바랍니다!

 From New Horizon Spa with...More";76;0
509;" Great customer service";"Tony was extremely friendly and spoke great English. The whole experience was easy and relaxing and the massage was of a very high quality. Definitely worth leaving old town for a visit.Dear Mr. Mart
Thank you for taking the time to write a review. We always appreciate our customers feed back. 

From New Horizon Spa with love!!";76;0
510;" Nice spa and good service";"I had Body Massage 60 minutes with my friend. Spa is very good with lovely therapist. Spa manager who is very friend and accomodating.They make me feel comfortable and very happy.Spa has private space and very quite. We love it and will come back next...MoreThank you for taking the time to write a review. We always appreciate our customers feed back.
저희 스파를 방문해 주시고 소종한 후기도 남겨 주셔서 진심으로 감사합니다. 
저희는 앞으로도 더 나은 서비스를 제공하기 위해 계속 노력하고 있습니다.
다음예약 역시 카카오톡 아이디 newhorizonspa, 아님 플러스 친구...More";76;0
511;" Great massage in Hoi An";"Excellent service and staff. Easy to schedule. Adequate korean. My massage ms Thuy, gabe an excellent thai massage, althougj they offer other kinds of massages if you prefer. Would recomment.MoreThank you for taking the time to write a review. We always appreciate our customers feed back.
저희 스파를 방문해 주시고 소종한 후기도 남겨 주셔서 진심으로 감사합니다. 
저희는 앞으로도 더 나은 서비스를 제공하기 위해 계속 노력하고 있습니다.
다음예약 역시 카카오톡 아이디 newhorizonspa, 아님 플러스 친구...More";76;0
512;" Fantastic";"Very good relaxing massage , the staff very professional , we choose  body masage with Vietnamese traditional massage add on foot  reflexology  . it was so relaxed .
Hightly recommend .MoreThank you for taking the time to write a review. We always appreciate our customers feed back.
저희 스파를 방문해 주시고 후기도 남겨 주셔서 진심으로 감사합니다. 
저희는 앞으로도 더 나은 서비스를 제공하기 위해 계속 노력하고 있습니다.
항상 건강하시고 행복하시기를 바랍니다!

 From New Horizon Spa with...More";76;0
513;" Lovely spa ";"I working in Hoi An few month and I knew New Hoi An while me and my colleague to inspection near by there , front decoration look good , make you fell comfortable and freshly , we was try massage 90minutes  it is so fantastic...MoreThank you for taking the time to write a review. We always appreciate our customers feed back. 후기 남겨 주셔서 진심으로 감사합니다. 항상 건강하시고 행복하시기를 바랍니다!";76;0
514;" 너무너무좋았다(very very good)";"한국에서 여행와서 처음 받아본 마사지였는데 너무너무 잘해주셔서 고마웠고 또한 grab말고 차량지원도 해주셔서 덕분에 공항도 왔다갔다 잘할수있었다
마사지받은 다음날도 차량 관련 조언및 도움을 주셔서 여행에 아주 많은 도움이되었고
직원분들상당히 친절하시고 마사지도 매우 매우 시원하고 좋았다.
직원들 전부 너무 친저하고 다음에 또방문하고싶다. 너무너무 고맙다.

(It was my...MoreThank you for taking the time to write a review. We always appreciate our customers feed back. 후기 남겨 주셔서 진심으로 감사합니다. 항상 건강하시고 행복하시기를 바랍니다!";76;0
515;" My favourite Spa on my Trip";"I  enjoy welcome drink first when I arrival and then I  had  a 90 minutes body massage with was thoroughly relaxing and perfect. Afterward, I came downstairs for some of their home made Viet Names coffee  and fruit. New horizon Spa is my favourite Spa...MoreThank you for taking the time to write a review. We always appreciate our customers feed back. 후기 남겨 주셔서 진심으로 감사합니다. 항상 건강하시고 행복하시기를 바랍니다!";76;0
516;" Tuyệt vời";"I found New Horizon spa experience outstanding .From the begining  i started to fell  comfortable . The very nice, warm and kind attitude of Bora Lan .Everything was very well explained from the starting, all the aromatherapy oils and the whole process. The relaxing massage...MoreThank you for taking the time to write a review. We always appreciate our customers feed back. 후기 남겨 주셔서 진심으로 감사합니다. 항상 건강하시고 행복하시기를 바랍니다!";76;0
517;" Lovely place";"Although we came Hoi An many times still enjoy the peacefull life here  and want to come back every time .A friend  introduced New Horizon Spa  on this trip and was really happy for what they brought . Spa and massage services are very good...MoreThank you for taking the time to write a review. We always appreciate our customers feed back. 후기 남겨 주셔서 진심으로 감사합니다. 항상 건강하시고 행복하시기를 바랍니다!";76;0
518;" Massage in lemongrass flavor spa";"Be sure You can go there and have a great experience
It s clean and air conditioned
You are very well treated and everybody is so nice and kindly";77;0
519;" Best massage in Vietnam";"We stumbled upon this place while walking around Hoi An. When we entered we were greeted warmly, and treated to the enticing smell of lemongrass. Our feet were washed and we were led into the massage room. It was clean, quiet and peaceful. The massage...More";77;0
520;" Beautiful Vietnam ";"Loved my experience at lemongrass . Enjoyable foot massage with a few extras which was very welcoming";77;0
521;" Best foot massage!";"I went to this spa on my last day in Hoi An for some last minute pampering and was incredibly happy with my treatment. I received an hour foot massage and it was so relaxing, a perfect amount of pressure to ease my muscles but...More";77;0
522;" Best Massage experience in Vietnam ";"My mum and I have had multiple massages in all cities we have visited through Vietnam but this would have to be our favourite so far. From the moment you walk in the staff are super friendly and accommodating. We asked for 60min full body...More";77;0
523;" Fabulous visit";"My husband and I were here yesterday for a relaxing afternoon.
- Manicure/pedicure - lovely staff, I was really well taken care of. They offered tea and watermelon during my treatment, it was really relaxing.
- Wax - probably as painless as it could have...More";77;0
524;" Clean and competent staff";"My daughter and I spent a couple of hours in Lemongrass spa getting a massage and our nails done. We were greeted with fresh fruit and tea while we soaked our feet.
We had an hour of the Swedish and the back massage. Both really...More";77;0
525;" Decent massage";"My masseuse was good, but my girlfriend’s masseuse was not so good. The AC is a bit weak in the storefront but is good in the private rooms. They served tea to start with and watermelon at the end. We paid about ~850K for 90...More";77;0
526;" Very Nice massage";"I am a real massage lover . From the places I visites in Vietnam I can recommand thuis place as my number onze.The straff is very friendly. They give you a warm welcome. You can have a big choice in treatments. The massage was very...More";77;0
527;" Wow best massage so far in hoi an!!";"My husband, 7 yr old and I took a little bike ride from our hotel to get a 1 hr massage.
Ylang Ylang and lemongrass aroma was the perfect setting 
Not gonna lie , I fell asleep and was snoring hihi
Definitely a must!!";77;0
